35765,C,O,FALSE,FALSE,este
2377,M,C,FALSE,FALSE,este
40038,A,M,FALSE,FALSE,este
35955,M,A,FALSE,FALSE,este
39980,C,M,FALSE,FALSE,este
62039,A,M,FALSE,FALSE,oeste
56104,A,M,FALSE,FALSE,este
34655,C,A,FALSE,FALSE,este
64241,A,A,FALSE,FALSE,este
40213,M,M,FALSE,FALSE,este
74855,M,A,FALSE,FALSE,oeste
4055,M,A,FALSE,FALSE,oeste
7335,A,A,FALSE,FALSE,este
74195,M,A,FALSE,FALSE,oeste
54550,A,A,FALSE,FALSE,oeste
811,A,O,FALSE,FALSE,oeste
28538,C,A,FALSE,FALSE,oeste
7947,A,A,FALSE,FALSE,este
63133,O,O,FALSE,FALSE,este
40604,A,C,FALSE,FALSE,oeste
2234,A,A,FALSE,FALSE,oeste
7340,A,A,FALSE,FALSE,oeste
54516,O,A,FALSE,FALSE,este
53700,M,A,FALSE,FALSE,oeste
77161,M,M,FALSE,FALSE,este
47422,O,A,FALSE,FALSE,oeste
7061,O,A,FALSE,FALSE,oeste
53894,C,A,FALSE,FALSE,oeste
56709,M,M,FALSE,FALSE,oeste
58054,C,M,FALSE,FALSE,este
34090,M,M,FALSE,FALSE,oeste
47482,O,C,FALSE,FALSE,oeste
3229,A,A,FALSE,FALSE,oeste
18728,M,A,FALSE,FALSE,este
60609,C,M,FALSE,FALSE,este
49658,A,A,FALSE,FALSE,oeste
77858,C,A,FALSE,FALSE,oeste
1032,O,M,FALSE,FALSE,este
5454,C,A,FALSE,FALSE,este
9582,C,A,FALSE,FALSE,oeste
6286,M,A,FALSE,FALSE,oeste
43501,A,A,FALSE,FALSE,oeste
63746,A,A,FALSE,FALSE,este
14285,A,M,FALSE,FALSE,este
5617,A,A,FALSE,FALSE,oeste
37335,C,A,FALSE,FALSE,este
34684,O,O,FALSE,FALSE,oeste
59861,M,A,FALSE,FALSE,este
5585,M,A,FALSE,FALSE,oeste
57949,O,A,FALSE,FALSE,este
57742,M,A,FALSE,FALSE,oeste
28361,O,O,FALSE,FALSE,este
44082,C,A,FALSE,FALSE,oeste
26893,M,A,FALSE,FALSE,este
60154,M,A,FALSE,FALSE,oeste
29608,A,A,FALSE,FALSE,este
20937,M,A,FALSE,FALSE,oeste
3420,M,C,FALSE,FALSE,este
70912,C,A,FALSE,FALSE,este
48880,A,M,FALSE,FALSE,oeste
38671,M,A,FALSE,FALSE,este
7612,A,A,FALSE,FALSE,oeste
40366,A,A,FALSE,FALSE,este
42808,C,M,FALSE,FALSE,este
342,C,A,FALSE,FALSE,este
48624,C,M,FALSE,FALSE,oeste
51723,M,A,FALSE,FALSE,este
19175,A,M,FALSE,FALSE,oeste
18605,C,A,FALSE,FALSE,oeste
54562,M,A,FALSE,FALSE,oeste
75046,O,A,FALSE,FALSE,oeste
33787,M,M,FALSE,FALSE,este
73366,A,O,FALSE,FALSE,oeste
66810,C,O,FALSE,FALSE,oeste
67656,O,M,FALSE,FALSE,este
24883,C,M,FALSE,FALSE,oeste
116,A,M,FALSE,FALSE,este
21414,M,A,FALSE,FALSE,oeste
68603,O,A,FALSE,FALSE,este
63236,C,M,FALSE,FALSE,este
63833,A,A,FALSE,FALSE,este
70519,A,C,FALSE,FALSE,este
36253,C,C,FALSE,FALSE,este
16511,C,C,FALSE,FALSE,este
11521,A,C,FALSE,FALSE,este
71014,A,M,FALSE,FALSE,este
76588,C,M,FALSE,FALSE,oeste
62913,A,M,FALSE,FALSE,oeste
68884,O,A,FALSE,FALSE,oeste
72338,A,O,FALSE,FALSE,este
7920,C,M,FALSE,FALSE,este
71681,O,A,FALSE,FALSE,este
42907,O,A,FALSE,FALSE,este
15900,M,O,FALSE,FALSE,este
17141,C,A,FALSE,FALSE,este
29256,M,A,FALSE,FALSE,oeste
66842,M,C,FALSE,FALSE,este
34927,M,C,FALSE,FALSE,oeste
77154,C,A,FALSE,FALSE,oeste
12629,M,O,FALSE,FALSE,este
33986,A,A,FALSE,FALSE,oeste
8660,C,A,FALSE,FALSE,oeste
35537,A,O,FALSE,FALSE,oeste
53187,M,A,FALSE,FALSE,este
15578,M,A,FALSE,FALSE,este
48988,M,A,FALSE,FALSE,oeste
34633,C,A,FALSE,FALSE,oeste
12022,A,O,FALSE,FALSE,este
39813,M,A,FALSE,FALSE,oeste
41846,A,C,FALSE,FALSE,este
20850,A,M,FALSE,FALSE,este
20735,O,M,FALSE,FALSE,oeste
45249,A,A,FALSE,FALSE,oeste
30263,M,A,FALSE,FALSE,oeste
17855,C,M,FALSE,FALSE,este
49461,A,M,FALSE,FALSE,oeste
1828,M,O,FALSE,FALSE,este
13272,M,M,FALSE,FALSE,este
11877,A,A,FALSE,FALSE,este
58920,C,A,FALSE,FALSE,oeste
55157,A,A,FALSE,FALSE,este
15811,A,A,FALSE,FALSE,este
39955,A,C,FALSE,FALSE,oeste
21280,A,A,TRUE,FALSE,oeste
18175,C,A,FALSE,FALSE,oeste
42624,O,M,FALSE,FALSE,este
26391,A,A,FALSE,FALSE,este
73940,M,A,FALSE,FALSE,oeste
14606,C,O,FALSE,FALSE,oeste
16554,C,C,FALSE,FALSE,este
55257,M,A,FALSE,FALSE,oeste
19464,A,M,FALSE,FALSE,oeste
64338,A,A,FALSE,FALSE,este
20229,M,O,FALSE,FALSE,oeste
64646,M,A,FALSE,FALSE,oeste
66373,A,C,FALSE,FALSE,oeste
25712,O,A,FALSE,FALSE,este
72710,M,M,FALSE,FALSE,oeste
26367,C,A,FALSE,FALSE,oeste
16015,A,A,FALSE,FALSE,oeste
33166,M,A,FALSE,FALSE,oeste
33307,O,A,FALSE,FALSE,este
59778,O,C,FALSE,FALSE,oeste
17289,O,O,FALSE,FALSE,este
52745,A,A,FALSE,FALSE,oeste
49205,A,C,TRUE,FALSE,este
73551,M,A,FALSE,FALSE,oeste
17104,O,A,FALSE,FALSE,oeste
8220,C,A,FALSE,FALSE,oeste
54200,C,A,FALSE,FALSE,oeste
837,M,A,FALSE,FALSE,oeste
39378,A,M,FALSE,FALSE,este
