2,A,false,false,-1338775471,0,1338775471,este
1,A,false,true,-1338775467,0,1338775467,oeste
4,A,false,false,-1338775234,0,1338775234,este
3,A,false,false,-1338775233,0,1338775233,oeste
6,A,false,false,-1338775231,0,1338775231,este
5,A,false,false,-1338775231,0,1338775231,oeste
8,A,false,false,-1338775230,0,1338775230,este
7,A,false,false,-1338775230,0,1338775230,oeste
10,A,false,false,-1338775229,0,1338775229,este
9,A,false,false,-1338775229,0,1338775229,oeste
11,A,false,false,-1338775228,0,1338775228,oeste
12,A,false,false,-1338775217,0,1338775217,este
13,A,false,false,-1338775217,0,1338775217,oeste
15,A,false,false,-1338775216,0,1338775216,oeste
17,A,false,false,-1338775215,0,1338775215,oeste
14,A,false,false,-1338775214,0,1338775214,este
19,A,false,false,-1338775213,0,1338775213,oeste
21,A,false,false,-1338775212,0,1338775212,oeste
16,A,false,false,-1338775212,0,1338775212,este
18,A,false,false,-1338775202,0,1338775202,este
20,A,false,false,-1338775201,0,1338775201,este
23,A,false,false,-1338775202,0,1338775202,oeste
25,A,false,false,-1338775201,0,1338775201,oeste
22,A,false,false,-1338775200,0,1338775200,este
27,A,false,false,-1338775200,0,1338775200,oeste
24,A,false,false,-1338775198,0,1338775198,este
29,A,false,false,-1338775198,0,1338775198,oeste
26,A,false,false,-1338775196,0,1338775196,este
31,A,false,false,-1338775196,0,1338775196,oeste
33,A,false,false,-1338775195,0,1338775195,oeste
28,A,false,false,-1338775194,0,1338775194,este
30,A,false,false,-1338775192,0,1338775192,este
35,A,false,false,-1338775192,0,1338775192,oeste
37,A,false,false,-1338775191,0,1338775191,oeste
32,A,false,false,-1338775191,0,1338775191,este
34,A,false,false,-1338775189,0,1338775189,este
39,A,false,false,-1338775189,0,1338775189,oeste
41,A,false,false,-1338775186,0,1338775186,oeste
36,A,false,false,-1338775186,0,1338775186,este
38,A,false,false,-1338775183,0,1338775183,este
43,A,false,false,-1338775175,0,1338775175,oeste
45,A,false,false,-1338775174,0,1338775174,oeste
40,A,false,false,-1338775174,0,1338775174,este
42,A,false,false,-1338775173,0,1338775173,este
47,A,false,false,-1338775173,0,1338775173,oeste
49,A,false,false,-1338775172,0,1338775172,oeste
44,A,false,false,-1338775172,0,1338775172,este
