4951,C,FALSE,FALSE,oeste
9398,A,FALSE,FALSE,oeste
26515,A,FALSE,FALSE,este
7593,M,FALSE,FALSE,oeste
8991,A,FALSE,FALSE,este
23537,A,FALSE,FALSE,este
24661,A,TRUE,FALSE,oeste
1367,A,FALSE,FALSE,este
6563,A,FALSE,FALSE,oeste
4600,O,FALSE,FALSE,este
21756,A,FALSE,FALSE,este
19708,A,FALSE,FALSE,oeste
25046,O,FALSE,FALSE,este
25448,A,FALSE,FALSE,este
12468,A,FALSE,FALSE,este
24485,M,FALSE,FALSE,este
22368,M,FALSE,FALSE,oeste
10707,M,FALSE,FALSE,oeste
27232,A,FALSE,FALSE,oeste
13859,A,FALSE,FALSE,este
26956,A,FALSE,FALSE,oeste
18677,C,FALSE,FALSE,este
11641,A,FALSE,FALSE,oeste
26634,A,FALSE,FALSE,este
2624,M,FALSE,FALSE,este
7653,A,FALSE,FALSE,oeste
26606,C,FALSE,FALSE,este
5813,C,FALSE,FALSE,este
9235,M,FALSE,FALSE,este
22069,A,FALSE,FALSE,este
19076,A,FALSE,FALSE,oeste
11443,A,FALSE,FALSE,este
18902,A,FALSE,FALSE,este
25711,O,FALSE,FALSE,oeste
18375,A,FALSE,FALSE,oeste
3430,A,TRUE,FALSE,oeste
27992,A,FALSE,FALSE,este
22388,A,FALSE,FALSE,oeste
22920,O,TRUE,FALSE,oeste
22789,C,FALSE,FALSE,oeste
2334,A,FALSE,FALSE,este
22239,A,FALSE,FALSE,este
5438,A,FALSE,FALSE,oeste
4183,M,FALSE,FALSE,oeste
22640,O,FALSE,FALSE,oeste
27367,A,FALSE,FALSE,este
18507,A,FALSE,FALSE,oeste
12782,A,FALSE,FALSE,este
8455,A,FALSE,FALSE,este
13412,M,FALSE,FALSE,oeste
23901,A,FALSE,FALSE,oeste
25076,A,FALSE,FALSE,este
20126,C,FALSE,FALSE,oeste
24842,A,FALSE,FALSE,oeste
20701,M,FALSE,FALSE,este
1963,A,FALSE,FALSE,oeste
2622,A,FALSE,FALSE,este
17706,A,FALSE,FALSE,este
24746,M,FALSE,FALSE,oeste
19229,M,FALSE,FALSE,oeste
26102,C,FALSE,FALSE,este
7477,A,FALSE,FALSE,este
4041,A,FALSE,FALSE,oeste
4550,A,FALSE,FALSE,este
5428,A,FALSE,FALSE,este
14359,A,FALSE,FALSE,este
2656,M,FALSE,FALSE,este
13417,A,FALSE,FALSE,oeste
8767,A,FALSE,FALSE,oeste
27914,M,FALSE,FALSE,este
13248,A,FALSE,FALSE,este
17212,M,FALSE,FALSE,este
21709,M,FALSE,FALSE,oeste
16406,C,FALSE,FALSE,este
20890,O,FALSE,FALSE,este
27806,O,FALSE,FALSE,oeste
12108,C,FALSE,FALSE,oeste
2641,A,FALSE,FALSE,este
9595,A,FALSE,FALSE,oeste
11830,M,FALSE,FALSE,oeste
7761,M,FALSE,FALSE,este
23297,C,FALSE,FALSE,este
27538,A,FALSE,FALSE,este
13411,A,FALSE,FALSE,este
24166,A,FALSE,FALSE,oeste
4980,A,FALSE,FALSE,este
1582,C,FALSE,FALSE,oeste
12926,A,FALSE,FALSE,este
21828,A,FALSE,FALSE,oeste
13646,M,FALSE,FALSE,este
27853,A,FALSE,FALSE,oeste
25127,A,FALSE,FALSE,este
9176,A,FALSE,FALSE,oeste
20179,A,FALSE,FALSE,este
25424,A,FALSE,FALSE,este
93,M,FALSE,FALSE,este
21419,M,FALSE,FALSE,oeste
7041,C,FALSE,FALSE,oeste
6122,A,FALSE,FALSE,oeste
6605,A,FALSE,FALSE,este
27546,M,FALSE,FALSE,oeste
16421,C,FALSE,FALSE,este
19542,M,FALSE,FALSE,oeste
27918,A,FALSE,FALSE,este
3508,M,FALSE,FALSE,este
19824,M,FALSE,FALSE,oeste
24545,O,FALSE,FALSE,este
25128,M,FALSE,FALSE,este
15108,C,FALSE,FALSE,este
25022,M,FALSE,FALSE,este
26745,O,FALSE,FALSE,oeste
27564,A,FALSE,FALSE,oeste
1167,O,TRUE,FALSE,este
15332,A,FALSE,FALSE,oeste
14068,A,FALSE,FALSE,oeste
4255,O,FALSE,FALSE,oeste
25755,A,FALSE,FALSE,oeste
2431,O,FALSE,FALSE,este
25960,C,FALSE,FALSE,este
22896,A,FALSE,FALSE,este
7455,O,FALSE,FALSE,este
22211,A,FALSE,FALSE,este
5861,M,FALSE,FALSE,oeste
1077,A,FALSE,FALSE,este
19353,O,FALSE,FALSE,oeste
8339,C,FALSE,FALSE,oeste
12774,A,FALSE,FALSE,oeste
15154,C,FALSE,FALSE,oeste
7140,C,FALSE,FALSE,oeste
26207,A,FALSE,FALSE,este
15546,A,FALSE,FALSE,este
11209,A,FALSE,FALSE,este
4445,A,FALSE,FALSE,este
13551,A,FALSE,FALSE,oeste
13316,A,FALSE,FALSE,este
3059,O,FALSE,FALSE,oeste
28497,A,TRUE,FALSE,este
2237,A,FALSE,FALSE,oeste
2951,C,FALSE,FALSE,oeste
17717,A,TRUE,FALSE,oeste
2057,A,FALSE,FALSE,oeste
3474,C,FALSE,FALSE,oeste
13439,A,FALSE,FALSE,oeste
87,A,FALSE,FALSE,este
145,A,FALSE,FALSE,este
22869,M,FALSE,FALSE,este
7889,A,FALSE,FALSE,este
22696,A,FALSE,FALSE,este
12664,O,FALSE,FALSE,oeste
2926,O,FALSE,FALSE,este
24555,M,FALSE,FALSE,oeste
21470,M,FALSE,FALSE,oeste
7751,A,FALSE,FALSE,oeste
4342,M,FALSE,FALSE,oeste
16658,M,FALSE,FALSE,oeste
11596,A,FALSE,FALSE,este
13840,A,FALSE,FALSE,oeste
16556,M,FALSE,FALSE,este
23041,C,FALSE,FALSE,oeste
6133,C,FALSE,FALSE,oeste
2445,M,FALSE,FALSE,oeste
4142,A,FALSE,FALSE,oeste
20236,O,TRUE,FALSE,este
1373,A,FALSE,FALSE,oeste
11697,A,FALSE,FALSE,este
20138,M,FALSE,FALSE,este
11794,A,FALSE,FALSE,este
2026,A,FALSE,FALSE,este
22870,A,FALSE,FALSE,oeste
9244,A,FALSE,FALSE,oeste
22383,A,FALSE,FALSE,oeste
26052,A,FALSE,FALSE,oeste
889,M,FALSE,FALSE,este
8430,C,FALSE,FALSE,oeste
17838,M,FALSE,FALSE,oeste
14858,A,FALSE,FALSE,oeste
4723,C,FALSE,FALSE,oeste
13158,M,FALSE,FALSE,oeste
18271,M,FALSE,FALSE,este
12946,M,FALSE,FALSE,este
28218,A,FALSE,FALSE,oeste
1751,A,FALSE,FALSE,oeste
854,M,FALSE,FALSE,oeste
4211,C,FALSE,FALSE,oeste
8693,O,FALSE,FALSE,este
25865,M,FALSE,FALSE,oeste
2420,M,FALSE,FALSE,oeste
1410,A,FALSE,FALSE,oeste
15311,M,FALSE,FALSE,oeste
5308,A,FALSE,FALSE,oeste
606,A,FALSE,FALSE,este
2463,M,FALSE,FALSE,oeste
8752,M,FALSE,FALSE,oeste
23378,O,FALSE,FALSE,oeste
18340,A,FALSE,FALSE,este
22326,M,FALSE,FALSE,oeste
5856,A,FALSE,FALSE,oeste
2192,O,FALSE,FALSE,oeste
17225,A,FALSE,FALSE,oeste
11423,A,FALSE,FALSE,oeste
15521,A,FALSE,FALSE,oeste
27408,A,FALSE,FALSE,este
465,C,FALSE,FALSE,este
