1842;omnibus;FALSE;FALSE;oeste
6306;camion;FALSE;FALSE;este
6430;auto;FALSE;FALSE;oeste
3519;camion;FALSE;FALSE;este
3391;auto;FALSE;FALSE;este
7242;camion;FALSE;FALSE;este
5027;omnibus;FALSE;FALSE;oeste
2988;moto;FALSE;FALSE;este
1710;camion;FALSE;FALSE;oeste
7413;moto;FALSE;FALSE;este
376;camion;FALSE;FALSE;este
3118;camion;FALSE;FALSE;oeste
4969;auto;FALSE;FALSE;oeste
7089;auto;FALSE;FALSE;oeste
3044;omnibus;FALSE;FALSE;este
323;camion;FALSE;FALSE;oeste
6489;camion;TRUE;FALSE;oeste
875;moto;FALSE;FALSE;este
7805;moto;FALSE;FALSE;este
1404;auto;FALSE;FALSE;este
1101;camion;FALSE;FALSE;oeste
6749;camion;FALSE;FALSE;este
1482;moto;FALSE;FALSE;este
573;omnibus;FALSE;FALSE;este
2606;auto;FALSE;FALSE;oeste
701;omnibus;TRUE;FALSE;oeste
5077;auto;FALSE;FALSE;oeste
3880;auto;FALSE;FALSE;este
5310;camion;FALSE;FALSE;oeste
5309;camion;TRUE;FALSE;este
3303;moto;FALSE;FALSE;oeste
6122;auto;FALSE;FALSE;este
4324;auto;FALSE;FALSE;este
2283;auto;FALSE;FALSE;oeste
8374;auto;FALSE;FALSE;este
8471;omnibus;FALSE;FALSE;oeste
5986;omnibus;FALSE;FALSE;este
3878;camion;FALSE;FALSE;oeste
7939;auto;FALSE;FALSE;oeste
8369;moto;FALSE;FALSE;oeste
5263;auto;FALSE;FALSE;este
8594;auto;FALSE;FALSE;oeste
5804;moto;FALSE;FALSE;oeste
5185;moto;FALSE;FALSE;este
7261;moto;FALSE;FALSE;este
6265;auto;FALSE;FALSE;este
1516;camion;FALSE;FALSE;este
5091;auto;FALSE;FALSE;oeste
897;camion;FALSE;FALSE;oeste
5747;camion;FALSE;FALSE;este
6302;camion;FALSE;FALSE;este
5523;camion;FALSE;FALSE;este
3131;auto;TRUE;FALSE;este
7181;auto;FALSE;FALSE;oeste
2001;omnibus;FALSE;FALSE;este
4100;auto;FALSE;FALSE;este
7566;auto;FALSE;FALSE;este
3965;auto;FALSE;FALSE;oeste
3256;camion;TRUE;FALSE;oeste
4414;auto;FALSE;FALSE;oeste
7371;moto;FALSE;FALSE;este
2768;moto;FALSE;FALSE;este
619;camion;FALSE;FALSE;oeste
7202;camion;FALSE;FALSE;este
5200;moto;FALSE;FALSE;oeste
5926;omnibus;FALSE;FALSE;este
4129;omnibus;FALSE;FALSE;oeste
3686;auto;FALSE;FALSE;oeste
4938;auto;FALSE;FALSE;oeste
5090;camion;FALSE;FALSE;este
1976;auto;FALSE;FALSE;oeste
7889;camion;TRUE;FALSE;este
5683;auto;FALSE;FALSE;oeste
3285;camion;FALSE;FALSE;este
5680;moto;FALSE;FALSE;este
6576;camion;FALSE;FALSE;este
4541;omnibus;FALSE;FALSE;oeste
7606;omnibus;FALSE;FALSE;este
6832;camion;FALSE;FALSE;oeste
1286;moto;FALSE;FALSE;este
4966;camion;FALSE;FALSE;este
8137;moto;FALSE;FALSE;este
8232;omnibus;FALSE;FALSE;este
8459;moto;FALSE;FALSE;oeste
6682;auto;FALSE;FALSE;oeste
3611;auto;FALSE;FALSE;este
4793;omnibus;FALSE;FALSE;oeste
1341;auto;FALSE;FALSE;oeste
2675;omnibus;FALSE;FALSE;oeste
6713;moto;FALSE;FALSE;este
2804;auto;TRUE;FALSE;este
4872;auto;FALSE;FALSE;oeste
1753;camion;FALSE;FALSE;este
5082;omnibus;FALSE;FALSE;oeste
4005;moto;FALSE;FALSE;este
7855;camion;FALSE;FALSE;oeste
7446;camion;FALSE;FALSE;este
3503;auto;FALSE;FALSE;oeste
3534;omnibus;FALSE;FALSE;oeste
2159;omnibus;FALSE;FALSE;este
1112;auto;FALSE;FALSE;este
6277;moto;FALSE;FALSE;oeste
3610;auto;FALSE;FALSE;oeste
7675;camion;FALSE;FALSE;oeste
1851;omnibus;FALSE;FALSE;este
2951;camion;FALSE;FALSE;este
787;moto;FALSE;FALSE;este
5108;omnibus;FALSE;FALSE;oeste
320;auto;FALSE;FALSE;este
1143;omnibus;FALSE;FALSE;este
4768;auto;FALSE;FALSE;oeste
4464;auto;FALSE;FALSE;este
2520;moto;FALSE;FALSE;este
3670;auto;FALSE;FALSE;oeste
3201;camion;FALSE;FALSE;oeste
2007;camion;FALSE;FALSE;este
678;auto;FALSE;FALSE;oeste
716;omnibus;FALSE;FALSE;este
5321;omnibus;FALSE;FALSE;este
2044;auto;FALSE;FALSE;este
2122;moto;FALSE;FALSE;oeste
5915;auto;FALSE;FALSE;este
2474;moto;FALSE;FALSE;oeste
710;auto;FALSE;FALSE;este
1064;moto;FALSE;FALSE;oeste
3085;moto;FALSE;FALSE;oeste
4785;moto;FALSE;FALSE;este
3831;camion;FALSE;FALSE;oeste
3255;auto;FALSE;FALSE;este
8217;omnibus;FALSE;FALSE;este
1811;moto;FALSE;FALSE;este
2559;auto;FALSE;FALSE;este
7121;auto;FALSE;FALSE;este
1966;auto;FALSE;FALSE;oeste
225;auto;FALSE;FALSE;oeste
1325;auto;FALSE;FALSE;oeste
5944;auto;FALSE;FALSE;este
2332;auto;FALSE;FALSE;oeste
2043;omnibus;FALSE;FALSE;este
2556;auto;FALSE;FALSE;este
8036;auto;FALSE;FALSE;oeste
6168;omnibus;FALSE;FALSE;oeste
4588;camion;FALSE;FALSE;oeste
4426;omnibus;FALSE;FALSE;este
2296;camion;FALSE;FALSE;este
3442;moto;FALSE;FALSE;oeste
6273;auto;FALSE;FALSE;este
6843;auto;FALSE;FALSE;este
4849;auto;FALSE;FALSE;este
1441;moto;FALSE;FALSE;este
8590;omnibus;FALSE;FALSE;oeste
6604;moto;FALSE;FALSE;oeste
7700;auto;FALSE;FALSE;este
937;moto;FALSE;FALSE;este
1332;moto;FALSE;FALSE;oeste
6956;auto;FALSE;FALSE;oeste
3889;camion;FALSE;FALSE;oeste
4904;omnibus;FALSE;FALSE;este
3184;auto;FALSE;FALSE;oeste
6666;moto;FALSE;FALSE;oeste
3206;auto;FALSE;FALSE;oeste
4489;omnibus;FALSE;FALSE;este
6350;omnibus;TRUE;FALSE;este
4015;omnibus;FALSE;FALSE;este
7033;auto;FALSE;FALSE;oeste
8205;omnibus;FALSE;FALSE;este
3693;camion;FALSE;FALSE;oeste
185;camion;FALSE;FALSE;oeste
7671;omnibus;FALSE;FALSE;oeste
3724;auto;FALSE;FALSE;oeste
4215;moto;FALSE;FALSE;oeste
2885;camion;FALSE;FALSE;oeste
1425;moto;FALSE;FALSE;oeste
5175;auto;FALSE;FALSE;este
6976;omnibus;FALSE;FALSE;oeste
7118;auto;FALSE;FALSE;oeste
8493;camion;FALSE;FALSE;este
2373;moto;FALSE;FALSE;este
6812;moto;FALSE;FALSE;oeste
7804;auto;FALSE;FALSE;oeste
2201;auto;FALSE;FALSE;oeste
7143;auto;FALSE;FALSE;oeste
5955;omnibus;FALSE;FALSE;oeste
4246;camion;FALSE;FALSE;oeste
8097;moto;FALSE;FALSE;este
681;camion;FALSE;FALSE;este
6240;omnibus;FALSE;FALSE;oeste
7843;moto;FALSE;FALSE;este
8601;omnibus;FALSE;FALSE;este
4286;omnibus;FALSE;FALSE;este
4477;auto;FALSE;FALSE;este
6813;camion;FALSE;FALSE;este
6606;camion;FALSE;FALSE;oeste
9;omnibus;FALSE;FALSE;oeste
2770;camion;FALSE;FALSE;este
1082;omnibus;FALSE;FALSE;este
6025;camion;FALSE;FALSE;oeste
7985;omnibus;FALSE;FALSE;este
8159;camion;FALSE;FALSE;este
6351;camion;TRUE;FALSE;este
3136;omnibus;FALSE;FALSE;este
4302;auto;FALSE;FALSE;este
3952;camion;FALSE;FALSE;oeste
6095;auto;FALSE;FALSE;oeste
8038;camion;FALSE;FALSE;este
5170;auto;FALSE;FALSE;oeste
8539;omnibus;FALSE;FALSE;oeste
7248;camion;FALSE;FALSE;este
5544;moto;FALSE;FALSE;este
7693;auto;FALSE;FALSE;este
1030;moto;FALSE;FALSE;este
2192;camion;FALSE;FALSE;este
6894;moto;FALSE;FALSE;este
4458;auto;FALSE;FALSE;este
5589;auto;TRUE;FALSE;este
5114;auto;FALSE;FALSE;este
4646;auto;FALSE;FALSE;este
3123;camion;FALSE;FALSE;oeste
148;camion;FALSE;FALSE;este
3005;moto;FALSE;FALSE;oeste
7552;moto;FALSE;FALSE;oeste
1297;camion;FALSE;FALSE;oeste
4583;auto;FALSE;FALSE;oeste
2218;camion;FALSE;FALSE;este
1662;auto;FALSE;FALSE;este
2045;auto;FALSE;FALSE;este
8457;omnibus;FALSE;FALSE;oeste
3779;omnibus;FALSE;FALSE;este
7706;moto;FALSE;FALSE;oeste
6172;omnibus;FALSE;FALSE;este
3248;omnibus;FALSE;FALSE;oeste
2031;camion;FALSE;FALSE;oeste
5211;camion;FALSE;FALSE;este
3211;camion;FALSE;FALSE;oeste
3369;omnibus;FALSE;FALSE;oeste
6765;omnibus;FALSE;FALSE;este
1868;camion;FALSE;FALSE;oeste
2487;auto;FALSE;FALSE;este
6558;moto;FALSE;FALSE;oeste
4490;auto;FALSE;FALSE;oeste
7388;moto;FALSE;FALSE;este
930;auto;FALSE;FALSE;este
5249;moto;FALSE;FALSE;oeste
5222;moto;FALSE;FALSE;este
8040;moto;FALSE;FALSE;este
1353;omnibus;FALSE;FALSE;oeste
4155;auto;FALSE;FALSE;este
7715;omnibus;FALSE;FALSE;este
7799;omnibus;FALSE;FALSE;este
1673;camion;FALSE;FALSE;oeste
8262;moto;FALSE;FALSE;oeste
8002;moto;FALSE;FALSE;oeste
464;omnibus;FALSE;FALSE;oeste
868;omnibus;FALSE;FALSE;este
4712;auto;FALSE;FALSE;este
2150;moto;FALSE;FALSE;oeste
1978;moto;FALSE;FALSE;este
3736;moto;FALSE;FALSE;este
1271;camion;FALSE;FALSE;este
8595;auto;FALSE;FALSE;este
6268;auto;FALSE;FALSE;este
1066;camion;FALSE;FALSE;oeste
3456;moto;FALSE;FALSE;oeste
1812;moto;FALSE;FALSE;oeste
7571;auto;FALSE;FALSE;oeste
5583;camion;FALSE;FALSE;oeste
2101;camion;FALSE;FALSE;oeste
1859;auto;FALSE;FALSE;oeste
1547;omnibus;FALSE;FALSE;este
3502;omnibus;FALSE;FALSE;este
8206;camion;FALSE;FALSE;oeste
8027;omnibus;FALSE;FALSE;oeste
1702;moto;FALSE;FALSE;oeste
2878;auto;FALSE;FALSE;este
3914;auto;FALSE;FALSE;oeste
4346;auto;FALSE;FALSE;oeste
1235;moto;FALSE;FALSE;oeste
1803;camion;FALSE;FALSE;oeste
445;auto;FALSE;FALSE;este
7142;auto;FALSE;FALSE;este
6016;auto;FALSE;FALSE;este
7246;auto;FALSE;FALSE;oeste
3564;auto;FALSE;FALSE;este
6591;auto;FALSE;FALSE;este
6257;omnibus;FALSE;FALSE;este
1719;auto;FALSE;FALSE;oeste
8276;auto;FALSE;FALSE;oeste
4924;moto;TRUE;FALSE;oeste
370;auto;FALSE;FALSE;este
4226;camion;TRUE;FALSE;este
3855;omnibus;FALSE;FALSE;oeste
4860;moto;FALSE;FALSE;este
6916;auto;FALSE;FALSE;oeste
5135;camion;FALSE;FALSE;oeste
8596;auto;FALSE;FALSE;oeste
631;auto;FALSE;FALSE;oeste
2694;auto;FALSE;FALSE;este
5201;omnibus;FALSE;FALSE;oeste
4011;moto;FALSE;FALSE;oeste
7628;auto;FALSE;FALSE;este
2355;auto;FALSE;FALSE;este
2351;omnibus;FALSE;FALSE;oeste
373;auto;FALSE;FALSE;este
5691;camion;FALSE;FALSE;oeste
7350;moto;FALSE;FALSE;oeste
3596;omnibus;FALSE;FALSE;este
841;auto;FALSE;FALSE;este
4601;auto;FALSE;FALSE;oeste
1240;auto;FALSE;FALSE;oeste
5922;omnibus;FALSE;FALSE;oeste
7146;camion;FALSE;FALSE;este
